uid,active_days,avg_duration,sessions,avg_pageview,total_pageview,avg_event,total_event,mobile,tablet,desktop,Email,(Other),Paid Search,Organic Search,Referral,Social,Direct,forum,triage,community
0334599fdd43c3333de5b444cf60b31d,1,63.0,1,2.0,2,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0338c6a1ee28e8258bc0112bd90dfdc9,21,190.54,13,2.31,30,1.69,22,0,0,1,0,0,0,0,1,0,1,0,0,0
0339fd999ab1cf860d88dd9a6f65a88c,1,15.0,2,1.0,2,0.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0
033e775aca9551fd8d187cfb8822699d,2,915.5,2,3.5,7,1.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
035464a871c1109c55f53dc8dc471dfe,317,223.29,7,3.86,27,1.43,10,1,0,0,0,0,1,1,0,0,1,1,0,0
0369f22b85f04451f411fadae37666ca,1,304.0,1,4.0,4,10.0,10,0,0,1,0,0,1,0,0,0,0,0,1,0
0370dcad3fafc12d9410dc67aa709726,2,496.33,3,1.33,4,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
0376b79122cd1387cc0fa3badcf85077,1,38.0,1,3.0,3,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
039576490d4e47b464df301789e56247,210,130.33,3,2.33,7,1.33,4,1,0,0,0,0,0,1,1,0,0,0,0,0
039a0f0343c99c1be1fc2b6cd1700ccd,170,259.75,4,1.0,4,0.75,3,1,0,0,0,0,0,1,1,0,0,0,0,0
03a3455280644f26b95b0948be6c3877,1,58.5,2,3.0,6,1.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
03a6dcae0c118860f8d95e6ff0e97b4f,317,223.29,7,3.86,27,1.43,10,1,0,0,0,0,1,1,0,0,1,1,0,0
03aea09a6f8a9f1adf77f3c6d8250c6e,99,43.0,2,1.5,3,3.0,6,1,0,0,0,0,0,1,0,0,1,0,1,0
03b03478d9ce1a12d9595a2238d75f6d,1,1485.0,1,2.0,2,2.0,2,0,0,1,0,0,0,0,0,0,1,1,0,0
03b369be5bd163bf08881970f4463b96,1,46.0,1,3.0,3,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
03b65da00ad95b1443b2bf9e3053e0dc,1,1427.5,2,37.5,75,2.5,5,0,0,1,0,0,0,1,0,0,1,0,0,0
03c9b4226573e159135c9d7b8234bd38,1,394.0,1,3.0,3,3.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
03ea1845ff4791f0d3a7e2ea4b0edeb9,1,284.0,1,3.0,3,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
03ea97f8c5239c5b86b4536b34896d81,1,222.0,1,2.0,2,2.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
03eaaac8877c15f67999d8a71f044e6d,1,126.0,1,2.0,2,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
03f7347b364c676313ea09d96e244960,1,29.0,1,1.0,1,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
042500f70fe459ee9607ba6f652fe5cb,1,223.0,1,5.0,5,2.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
04260106ab44a31b0dc30ea0a1be8322,1,90.0,1,2.0,2,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
04272d8afad7f832a4f73f0b9d830a0a,1,486.0,1,3.0,3,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
0451caeff2ca0761bc6cedd275c310c4,176,190.67,3,3.0,9,2.0,6,1,0,0,0,0,0,1,0,0,0,1,0,0
045ad6fcc798ea9e5f963a2d3e6e524c,1,43.0,1,2.0,2,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0465dcac6d994cc8cb32c451d229a1b0,1,60.5,2,1.5,3,1.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
046a392e33b465b9441ebb1819afc7d9,1,22.0,1,1.0,1,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0470c842f93a5b6e6bdb28487d82ae0b,1,523.0,1,5.0,5,5.0,5,0,0,1,0,0,0,0,1,0,0,0,0,0
0472b2b8fb118dd7f06c3290a682d6a9,16,81.0,3,3.67,11,0.33,1,1,0,1,0,0,0,1,0,1,0,0,0,0
047793d193554310ee18873126ae53ef,1,152.0,1,2.0,2,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
048d4c590a16cbda9799593cb74d936f,1,164.0,1,3.0,3,2.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
04b83fec8c81754961087a70b925a39e,3,3.67,3,1.33,4,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
04b91c9decd49b28fbd419a9939f4f6a,1,438.0,1,3.0,3,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
04c300e47cf276900d0c350d80e81863,1,38.0,1,2.0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
04cb63de2a7ac604baf5df8870c0a5ee,1,14.0,3,1.67,5,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
04d424f4c7928950f0309606abaeb806,5,2736.0,3,29.33,88,6.67,20,1,0,0,0,0,0,1,0,0,0,1,0,0
04da48b4f919d1dc6c4bc46abed4b97b,29,27.67,3,1.67,5,0.67,2,1,0,1,0,0,0,1,1,0,0,0,0,0
04eabc6f1d759d7a8456123116620ef1,1,46.0,1,2.0,2,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
04ee7afa48f74f451c6602e6e9fa27d1,173,91.0,4,6.0,24,1.25,5,1,0,1,0,0,1,1,0,0,1,0,0,0
04eff6489ead8ea1196b54a0e4728696,2,1266.0,8,9.12,73,3.38,27,1,0,0,0,0,0,0,0,0,1,1,0,1
04fa25f266e667f4ad19f9f7e6672f1c,1,332.0,1,3.0,3,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
04feeedc65127add362bf31a16c78bd6,1,139.0,1,2.0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
05164e249f597b0ec9d312e1229878e1,1,30.0,1,2.0,2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0516a14ef9939cb11bcf0abc6c1eed5e,64,180.67,3,2.67,8,0.67,2,1,0,0,0,0,1,0,0,0,0,0,0,0
051e097420dd420be1990dc0baa82a02,1,15.0,2,1.0,2,0.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0
05201b043b4d599ea4e37fb9b67ef6a6,1,930.0,1,5.0,5,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0529adfcf4ff9427d94b705bab64d6b2,1,15.5,2,1.5,3,0.5,1,1,0,0,0,0,0,1,0,0,1,0,0,0
052ecb379f202ed51fdf5d18f8be5c0b,249,123.86,7,1.57,11,1.14,8,1,0,0,0,0,1,1,1,0,0,0,0,0
054096041a73a9d4ecc825cd132e0027,1,361.0,1,3.0,3,2.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
05412e532f2647adc6f265a2abc657e7,179,190.0,10,2.2,22,0.9,9,0,0,1,0,0,1,1,1,0,1,1,0,0
0549853e5500691593a03230bf2f75f1,1,27.0,1,1.0,1,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
054a9666092af47223ebe4e15b718e98,12,516.67,3,2.0,6,1.33,4,0,0,1,0,0,0,0,1,0,1,0,0,0
0565c2ec80af48c750180a0d468ff6b6,1,15.5,2,1.0,2,0.5,1,1,0,0,0,0,0,0,1,0,1,0,0,0
057141bf94c64890926bfa73c68e7dd0,1,108.0,1,4.0,4,3.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0
0579e2bbe01dbd4db33704e9f9250eaf,1,1164.0,1,2.0,2,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
058ecc3ccd1f1d36c3a869e9c7d17a03,1,1.0,2,1.0,2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
059819cea8cb12976cd3334658f538d2,8,19.5,4,1.25,5,0.25,1,1,0,0,0,0,0,1,0,0,1,1,0,0
05a8761c15768179236c360fe5a99aaa,324,333.75,4,1.5,6,0.5,2,1,0,0,0,0,1,1,0,0,0,0,0,0
05b52c415aa9f337397b0b94304fca06,1,231.0,1,4.0,4,3.0,3,1,0,0,0,0,0,1,0,0,0,0,0,0
05cb163c13e670e70c3880986f840d19,2,384.29,7,5.14,36,1.29,9,1,0,0,0,0,0,0,0,0,1,1,0,0
05d784bf08026c66465e188ca1a8d3c0,1,127.0,1,2.0,2,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
05f1c18157e317fe1e918deac21d5712,1,134.0,1,2.0,2,2.0,2,1,0,0,0,0,0,1,0,0,0,1,0,0
061c45680e8c5841448670798f33e0eb,1,7.0,1,2.0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0622fb5518d1584e74521c2a5de417df,2,478.67,6,1.33,8,0.17,1,1,0,0,0,0,0,0,0,0,1,1,0,0
06231310ee5bb070f6fcb2de4aaeade0,6,3077.0,4,24.5,98,6.75,27,1,0,0,0,0,0,0,0,1,0,1,0,0
06263efa9bdf307f18ae6e19a5f02e66,1,128.0,2,4.5,9,2.5,5,1,0,0,0,0,0,1,0,0,1,0,0,0
0626a2af02d856ae40b60738dbd143a0,1,466.0,1,3.0,3,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
062c9dd858cc5de8bb56052fecd5657b,1,877.0,2,1.5,3,1.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
063a0b9be261aae433fda3e7f1cfdaf7,1,171.0,1,2.0,2,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
06416a81962e2ecdceeab900d0c0de3e,1,165.0,1,4.0,4,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
064dae0a10c1c586477939e185e10998,1,1.0,2,1.0,2,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
064fdd4f292b83dc06fac87492f24d31,301,212.83,6,1.83,11,2.33,14,1,0,1,0,0,1,1,0,0,0,1,1,0
065ab04bd10f29c6e9788f3df935160e,118,430.57,7,4.14,29,2.43,17,1,0,0,0,0,0,1,1,0,0,1,1,0
0670a9c54563834c56ee9410f7bd3902,67,14.0,6,1.5,9,0.33,2,0,0,1,0,0,0,1,0,0,1,0,0,0
067480fbcb2ad362889f96c0e72cfdf5,1,45.0,1,3.0,3,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
067f70d9edff7c7fbcf9bb11880bb247,1,31.0,1,2.0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
06974e333351262f4836300c35b23313,1,1.0,3,0.67,2,0.33,1,1,0,0,0,0,0,0,0,0,1,1,0,0
06a0fd7158b2d9b97d7dbe23922ae6f9,1,46.5,4,3.25,13,1.5,6,0,0,1,0,0,0,1,0,0,1,1,0,0
06ad34da38ae4e93bae9839fa38e5c2f,1,15.5,2,1.0,2,0.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0
06ad49328e1b6ee3ac790e5d11241c62,1,116.0,1,2.0,2,2.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
06b8d83b14fe8378cac01e0e99b9bb7f,1,128.0,1,2.0,2,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
06c7ef7850b0785219b30bfca5c93604,1,84.0,1,2.0,2,2.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
06d4d129437f54fa286de967ec391094,4,271.0,3,3.33,10,2.0,6,0,0,1,0,0,0,1,1,0,0,0,0,0
06d90d42d1c39c138bed0e59bf121d7d,311,914.86,7,10.71,75,4.57,32,1,0,0,0,0,0,1,0,0,0,1,0,0
06d9cc1ac3118a97b6fb594ab34da3ec,1,1.0,1,1.0,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0712f603a7307c2dafb1b90ab7ab355a,2,799.67,6,14.33,86,0.5,3,0,0,1,0,0,0,1,0,0,1,0,0,0
071dc1f50f5405546547562078df6762,2,1.0,3,1.0,3,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
07254ba55ceb5de1ff60891c4c45ecb5,1,67.0,1,8.0,8,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
072f0836d235c327a2dc26c9166405a6,1,450.0,1,8.0,8,4.0,4,1,0,0,0,0,0,0,0,0,1,1,0,0
07338e01542c9284eb4bf330f4607c2b,204,724.75,20,3.55,71,0.9,18,1,0,0,0,0,1,0,0,0,1,1,0,0
0742dbfc648ca86546a36528b3b79eac,7,27.75,4,1.5,6,0.75,3,0,0,1,0,0,0,0,1,1,0,0,0,0
07608d709b2ad37d2becf5c36ca672c1,2,85.67,3,1.33,4,2.0,6,1,0,1,0,0,0,1,0,0,0,0,1,0
077ccc04b2515394cae9c48f135f7e7d,1,42.5,2,1.5,3,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
07822ac6f9e84f580747dca70e6ad073,1,64.0,1,2.0,2,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
07826918c5b1e435cf81a3118db10163,3,88.0,4,2.25,9,0.75,3,1,0,0,0,0,0,1,0,0,1,0,0,0
0785d26b4dab9c248441f0c9bd7fe83f,1,102.0,1,3.0,3,2.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
078c69839dddb869dc32ec9eb825a29a,1,34.0,1,2.0,2,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
07939c1831a30a88b1c344e355a4f934,2,328.0,4,1.5,6,0.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0
07a304f4fc069ca9a9194bb85f205cd0,1,27.0,1,1.0,1,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
07ad0787028ba69f27823885050943a2,1,1183.0,1,2.0,2,2.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
07bb0d724ad2a3f055871fec87e425bb,1,134.0,1,5.0,5,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
07bb523a073fb805aa26452a69801966,1,58.0,2,4.0,8,1.0,2,0,0,1,0,0,0,1,0,0,1,0,0,0
07bfa7c4b91eafca2a90d630aaf3c655,1,152.0,1,3.0,3,2.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
07c0846d71a72ac68227b3c4923d7d14,1,1072.0,1,9.0,9,5.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0
07c77f950b5766f2fa2a92979ad14e24,1,385.0,1,4.0,4,3.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0
07ca23718b3dcecd27515adfa880efe3,1,112.5,2,2.5,5,1.5,3,1,0,0,0,0,0,0,0,0,1,0,0,0
07cd6882ee1fb2cacd0559441d912377,271,618.43,7,9.29,65,2.86,20,1,0,0,0,0,1,1,0,0,1,1,0,0
07def65afaa5afad51b021d8576346ca,10,89.5,4,2.25,9,1.5,6,1,0,1,0,0,0,1,1,0,1,0,0,0
07e0607cd66ec5184933f2c1db2f4754,123,963.1,10,3.7,37,1.4,14,1,0,0,0,0,0,0,0,0,1,1,0,0
07e1b481d98fa743a212a88e17aba411,1,22.0,1,3.0,3,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
07eb64ed8f9ed99741b2d2b6938b4405,1,14.0,1,2.0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
07ef6f893fd162c28054d7ef25ef1cd4,1,1.0,2,1.5,3,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
07fd40173676bdf0407d2357f53fe754,270,60.0,4,2.75,11,0.75,3,0,0,1,0,0,0,0,1,0,1,0,0,0
0802527d8d6ce14129987fb8585bcf65,10,70.67,3,1.33,4,1.0,3,1,0,1,0,0,0,1,0,0,0,0,0,0
08090c4b65b5eeb370e95be9021cde0e,1,191.0,1,5.0,5,2.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
083dfedbf4825f5edcf0dce813794bac,1,1352.0,1,6.0,6,5.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0
084102281eb442e8ca4e7c4aa1674521,338,35.5,4,1.75,7,0.75,3,1,0,0,0,0,1,1,1,0,0,0,0,0
08699298b1850c0230ba4fcc6adee9d2,4,110.0,7,2.29,16,1.29,9,0,0,1,0,0,0,1,1,0,1,0,0,0
0897f21d3783671d16bd3c2577b4c636,4,1185.23,13,5.54,72,2.92,38,1,0,0,0,0,0,0,0,0,1,1,0,0
089ec75833a485711cf6d76adb4c2f64,1,10.0,3,1.0,3,0.33,1,0,0,1,0,0,1,0,0,0,0,0,0,0
08a46fed2a40b28c6c1b4166def81b2e,1,14.0,2,1.0,2,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0
08b06d6b60e0210c8e64a2e75d6130bc,1,67.0,1,2.0,2,2.0,2,1,0,0,0,0,0,1,0,0,0,1,0,0
08b898c5a150fe0fe4995fc71ec764ab,1,34.0,1,2.0,2,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
08d8aa8ace51003a56195538a7dbddbf,7,739.5,2,1.0,2,0.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0
08f01affcec4257bfb3bd1c7bb85b979,1,36.33,3,1.33,4,0.67,2,0,0,1,0,0,0,0,0,0,1,0,0,0
0903da8e156dc4988e5c5370ca1b255f,1,97.0,1,2.0,2,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
090902838eae0dcff9ea293564969cc8,78,29.33,3,1.33,4,0.33,1,1,0,1,0,0,0,1,1,0,0,0,0,0
090b64ed5d68cafdabc10402155701a1,177,43.4,5,1.4,7,1.0,5,1,0,1,0,0,1,1,1,0,0,0,0,0
091789d52b839051f2b00f9691d31cb6,1,12.0,1,2.0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
091d51ddc78bf7ead0e02399992f4965,135,38.0,4,1.5,6,0.25,1,1,0,1,0,0,1,1,0,0,0,0,0,0
